Company_name,Website,Categories,Email,description,Country,Region,City,Stand_name,Stand_location,Product
AGROTECH ESPAÑA,https://www.agro-tech.es,"Innova&Tech, Smart Agro",presidente@agro-tech.es,"AgroTech ESPAÑA - Asociación Española para la Digitalización de la Agricultura, el AgroAlimentario, la Ganadería, la Pesca y las Zonas Rurales Somos la Asociación Profesional española que representa a las empresas Tecnológicas (‘TECH’) especializadas en la Digitalización de empresas de los sectores Agrícola, Agroalimentario, Ganadero, Pesquero y de las Zonas Rurales (‘AGRO’), así como de las ‘ENTIDADES’ relacionadas con éstos sectores.
Organizamos los ""Stands Colectivos de las AgroTechs"", que son 2 Islas ubicadas en el Pabellón 1 (Stands 1E05 y 1E07) donde vas a poder encontrar la tecnología que ofrecen nuestros 8 co-expositores: robots agrícolas, sensores, detección de plagas mediante Inteligencia Artificial y trampas conectadas, tecnología fotónica, apps agrícolas para gestionar el Cuaderno de Campo Digital (SIEX), estudios de Créditos de Carbono, Vademecum Fitosanitario actualizado, ERP para empresas agroalimentarias, gestión del riego y la fertirrigación, estaciones climáticas, estudios de eficiencia energética, torres anti-heladas, etc
Desde la Asociación presentamos además nuestra plataforma ""AgroTech MATCHING"", que conecta las necesidades de Digitalización de las empresas Agro con las tecnologías de las AgroTech.
Ayudamos a las empresas Agrícolas, Ganaderas y Pesqueras, de cualquier Eslabón de la Cadena AgroAlimentaria (Producción, Industria de Transformación, Comercialización o Distribución) que tengan un problema, necesidad o proyecto de Digitalización a encontrar a la AgroTech que sea capaz de aportarles la solución",ESP,Valencia,Real de Gandía,1E05,P01,
AGROTER,,"Fresh Produce, Fresh vegetables",comercial@agroter.es,,ESP,Murcia,Lorca,7E18,P07,
AGROVISION EUROPE B.V.,,"Fresh Produce, Fresh fruits",stefan.spanjaard@agrovisionfresh.com,,NLD,,The Netherlands,9F14,P09,
AGRUCORSE,,,n.thomas@agrucorse.com,,FRA,,20213 Penta-di-Casinca,6A04C,P06,
"AGRUPACIÓN DE VIVERISTAS DE AGRIOS, SA",,"Fresh Produce, Nurseries",,,ESP,Castellón,Alcalá de Chivert,3E10,P03,
AGRUPAPULPÍ SAU,,"Fresh Produce, Fresh vegetables",agomez@agrupapulpi.es,,ESP,Almería,Pulpí,9D07,P09,
Aguair,https://aguair.com,"Fresh Food Logisitcs, Climate control solutions and preservation",sales@aguair.com,"Customized Solutions for Environment Preservation and Biosafety Sanitization
At Aguair, we pride ourselves as a global leader in customized engineering, science, and technology offering customized solutions for environment preservation and Biosafety sanitization. With 40 years of solution-providing lineage and experience, Aguair uses simple principles of water/agent and air engineering, applied through our proprietary patented processes resulting in innovative solutions to commercial and industrial entities.
Aguair’s diverse team of engineers, scientists, researchers, and factory-trained technicians provide the company with a market-leading design and customized, problem-solving edge over any other offerings. With our own modular manufacturing facility, novel ideas are quickly and efficiently put into production for market implementation. At Aguair, quality, reliability, and affordability are not mutually exclusive; our products are built with the most durable, highest performing, and yet cost-effective components, which require minimal maintenance and servicing while providing a quick & quantifiable return on investment.",USA,GA,Marietta,4A16,P04,
AGZULASA,https://www.ecuasabor.com/,,contact@zulay.com,"Fundada en 1970 en Los Ríos, Ecuador, Agzulasa ha evolucionado desde el cultivo de granos hasta convertirse en un líder en la producción y exportación de bananos. Con un fuerte compromiso hacia la calidad, la sostenibilidad y la responsabilidad social, nuestras marcas, se exportan a más de 25 países.
Nuestras plantaciones producen frutas de alta calidad bajo prácticas agrícolas certificadas. Nos enfocamos en la innovación y la tecnología para garantizar que nuestras frutas lleguen frescas y en perfectas condiciones a su destino.
En Agzulasa, valoramos la transparencia, el respeto y el apoyo a nuestra cadena de valor. Estamos dedicados a superar las expectativas de nuestros clientes con productos que son una excelente fuente de energía y fibra, y que resisten largas distancias de transporte. Nuestra misión es ofrecer siempre la mejor cosecha, apoyando a nuestras comunidades y protegiendo el medio ambiente.",ECU,guayas,Samborondón - Guayas,4D06,,
AICOT,,"Fresh Produce, Fresh fruits",aicot.eventi@gmail.com,,ITA,,Eboli,3B10D,P03,
AILIMPO,https://www.ailimpo.com,"Fresh Produce, Organisms and associations",informacion@ailimpo.com,,ESP,Murcia,Murcia,7B00,P07,
AINIA,,"Innova&Tech, Biotech Attraction ",buzon_facturas@ainia.es,,ESP,Valencia,Paterna,1B03,P01,
AIZ ROMAJOCA S.A,https://www.tierrabuenacr.com,,simey@tierrabuenacr.com,,CRI,,20213-Alajuela,4D18,,
AJL AGRO,,,ajlagro@hotmail.com,,PRT,,5110-011-Armamar,5D18,,
AJOESCAR,https://www.ajoescar.com,,ajoescar@gmail.com,,ESP,Cuenca,Las Pedroñeras,5C11B,P05,
AJOS LA VEGUILLA,https://www.veguilla.com,"Fresh Produce, Fresh vegetables",vicente.monge@veguilla.com,"Productor, Manipulador y Distribuidor de Ajos y Cebollas",ESP,Cuenca,Las Pedroñeras,7D00,P07,
AKANEA,https://akanea.com/agroalimentaire/konnectagro-fruits-legumes/,,adeline.boileau@akanea.com,,FRA,,69760 Limonest,6A13,P06,
AKSUN TARIM,,"Fresh Produce, Fresh fruits",esra.soyleyen@aksun.com.tr,,TUR,,33040-Mersin,10A14,P10,
AL SADAT AGRO,,"Fresh Produce, Fresh fruits",haitham@sadat-agro.com,,EGY,,048--Sadat city,2C13,P02,
AL SADAT GLOBAL,,"Fresh Produce, Fresh fruits",info@sadatglobal.com,,EGY,,21500-alexandria,4A25,P04,
ALANFRUITS,https://www.alanfruits.es,"Fresh Produce, Fresh fruits",alanfruit@alanfruit.com,,ESP,Badajoz,Alange,5E06,P05,
ALAWWAD FOR IMPORT AND EXPORT,,,ceo@alawwad-eg.com,,EGY,,11728-Cairo,2C11,,
ALBAFRUIT,,"Fresh Produce, Fresh fruits",contact@albafruit.fr,,FRA,,82200  Moissac,6B06A,P06,
ALBASOL FRUIT S.L,,,tecnicas.agricolas.manchegas@hotmail.com,,ESP,Ciudad Real,La Solana,5B12B,P05,
ALBENFRUIT,,"Fresh Produce, Fresh fruits",frodriguez@albenfruit.es,,ESP,Valencia,Algemesi,5B03,P05,
ALBICE FRUITS,,"Fresh Produce, Fresh fruits",info@albicefruits.com,,ESP,Zaragoza,Mequinenza,7A12C,P07,
ALBLAS INTERNATIONAAL LOGISTICS,https://www.alblas.nl,"Fresh Food Logisitcs, Services & logistics operators",prisly.palencia@alblas.nl,,NLD,,3295 KH -'S-GRAVENDEEL,4A23,P04,
Alcachofa de España,,,alcachofa@alcachofa.es,,ESP,Murcia,MURCIA,7D06A,,
ALCAFRUIT,,"Fresh Produce, Fresh fruits",inmagallardo@alcafruit.es,,ESP,Sevilla,Alcalá del Río,9F13,P09,
ALCOAXARQUIA,https://www.alcoaxarquia.com,"Fresh Produce, Fresh fruits",joseantonio@alcoaxarquia.es,,ESP,Málaga,Vélez Málaga,9D14,P09,
Alegra Soc. Coop. Agricola,,,rita.biserni@alegrait.com,,ITA,,48018  FAENZA (RA),8C14,,
ALFA VITA FRUIT EXPORT COMPANY,,"Fresh Produce, Fresh fruits",alfavita.oe@gmail.com,,GRC,,57006-THESSALONIKI,10D09,,
ALIMARKET,https://www.alimarket.es,"Fresh Food Logisitcs, Media",joseramon.alonso@alimarket.es,,ESP,Madrid,Madrid,4A07B,P04,
ALIMER,https://www.alimer.es,"Fresh Produce, Fresh fruits, Fresh vegetables",jesus.lopez@alimer.es,"Alimer, Alimentos del Mediterráneo, es la cooperativa de 1er grado más grande de la Región de Murcia. Está integrada directamente por productores, más de 1.750 agricultores, horticultores y ganaderos.
Somos una cooperativa agrícola y ganadera. Los productos de nuestros socios están diferenciados en cuatro secciones: Piensos, lácteos y ganadería, Frutas y hortalizas, Suministros y Flores y plantas. Alimer nace en el Valle del Guadalentín y la Vega Alta del Segura, en la Región de Murcia, en el año 2006. El objetivo de la cooperativa en su nacimiento sigue siendo el mismo que actualmente, aunar los esfuerzos de aquellos que ponen su trabajo y dedicación en la producción de los bienes más importantes del sector alimentario, las materias primas.",ESP,Murcia,Lorca,7B01,P07,
ALKYON FRUIT SA,,,alkyonfruit@gmail.com,,GRC,,INDUSTRIAL AREA OF KAVALA,10B09,,
ALLEGRO TOURS,,,madelayne@allegrotours.net,,PAN,,Panamá,4E17,N04I,
ALLEN UMULISA,,,raigreenstalks@gmail.com,,RWA,,00000-KIGALI,4E25,,
"ALLIUM_94,S.L.U.",https://www.allexportsa.com,,pere@allexportsa.com,,ESP,Albacete,San Pedro,5C09A,P05,
ALLTECH CROP SCIENCE,https://www.ag.alltech.com/crop/es,"Auxiliary Industry, Fertilisers, agro nutrients and plant protection",mmartinez@alltech.com,,ESP,Murcia,Molina de Segura,5C16,P05,
ALMA FRUTTA,,"Fresh Produce, Fresh fruits",francesca.mancini@almafrutta.com,,ITA,,20137-Milano,8E20,P08,
ALMAGRO NATURE,,"Fresh Produce, Fresh vegetables",almagronature@gmail.com,,ESP,Almería,El Ejido,9D20D,P09,
Almaverde Bio,https://www.canovaprodottibiologici.it,,info@apofruit.it,,ITA,,LONGIANO,8C12,,
ALMERITERRA-BIO S.L.,,,david@almeriterrabio.com,Empresa hortofruticola Bio situada en Almería y dedicada a la comercialización y la producción propia de una gran variedad de cultivos durante todas las epocas del año.,ESP,Almería,ALMERIA,8C05,,
"aln,s.a.",https://agrolaboratorios.es/,,export@agrolaboratorios.com,"PRODUCTOS BIOESTIMULANTES E INSUMOS PARA AGRICULTURA SIN RESIDUOS
Somos lideres en la producción de Bioestimulantes, insumos y productos de biocontrol sin residuos, priorizando incansablemente la investigación por encima del Marketing, lo que nos ha permitido avanzar en la creación de soluciones innovadoras que superan las expectativas y rentabilidad de  de calidad de nuestros clientes.
Nuestra experiencia y compromiso con la calidad y sostenibilidad está respaldado por certificaciones de prestigio:
-Excelencia empresarial EFQM: reconocimiento a nuestra gestión y operación sobresalientes.-ISO 9001/2015: Certificación de nuestro avanzado sistema de gestión de la calidad.-ISO 14001/2015: Acreditación de nuestro compromiso con la gestión ambiental.-ISO 45001/2018: Garantía de nuestras normas de seguridad y salud ocupacional.-Certificaciones CAEE: Confirmación de que nuestros insumos son aptos para la agricultura ecológica.-EIBT y sello PYME INNOVADORA: Evidencia de nuestra naturaleza innovadora y tecnológicamente avanzada.Agrolaboratorios Nutricionales es un socio fiable y certificado que prioriza tanto la innovación como el impacto ambiental positivo.",ESP,Málaga,Estepona,8C01,,
ALPEX,,"Fresh Produce, Fresh fruits",m.marchetto@export-alpex.com,,FRA,,13127 Vitrolles,4E02,P04,
ALPHACOM ITALIA SRL,,"Fresh Produce, Fresh fruits, Fresh vegetables",info@alpphacomitalia.com,,ITA,,24128 Bergamo,3B10A,P03,
ALQUIMIA FRUITS,https://www.alquimiafruits.com,"Fresh Produce, Fresh fruits",pablo@alquimiafruits.com,,ESP,Barcelona,Barcelona,5A00,P05,
Al-Salhia For Investment and Developmen,,,marketing@salhiaco.com,,EGY,,11786-CAIRO,2A19,,
ALSOLIMANIA Co. FOR IMPORT AND EXPORT,,"Fresh Produce, Fresh fruits, Fresh vegetables",amira.elsayed@alsolimania.com,,EGY,,Alexadria,4B35,P04,
ALTA NATIVE S.L.,https://www.altanative.es,"Fresh Produce, Fresh vegetables",info@altanative.org,,ESP,Valencia,Sueca,3D18A,P03,
ALTERBIO,,"Ecorganic Market, Fresh Produce",e.eichner@alterbio.com,,FRA,,Secteur Carlit,8B10,P08,
ALTERNEA,https://alternea.eu,"Fresh Produce, Fresh fruits, Fresh vegetables",contact@alternea.eu,"Alternea, spécialiste des fruits et légumes du bassin méditerranéen issus d'une agriculture éthique et durable.
Une volonté de spécialisation sur 4 grandes familles de produits : Ratatouille/Piments/Concombre, Légumes plein champs, Poires Rocha/Fruits à pépins, Pastèques et melons.
Des zones de productions multi-origines et complémentaires permettant un calendrier étendu d'offres 12 mois sur 12, ainsi qu'un catalogue de conditionnements complet et sur-mesure.
Une sécurité alimentaire certifiée : un contrôle qualité à l'origine, GlobalGap, Grasp, Tesco, Sedex, BIO, logistique certifiée IFS Food, IFS Logistics, BRC Food.
Une équipe experte à votre écoute pour vous conseiller au mieux, une plateforme frigorifique moderne de 10 000 m² sur Perpignan, 26 quais permettant des flux rapides, avec contrôles qualité assurés à l'arrivage et au départ.
Et dorénavant, une implantation en production avec sa nouvelle filiale à 100% capital Alternea basée en Espagne : ALTERNEA FARMS effectuant un sourcing global toutes origines sur tous les maillons de la chaîne !",FRA,,66031 Perpignan Cedex,10E08,P10,
ALTINCO,,"Auxiliary Industry, Fertilisers, agro nutrients and plant protection",j.sole@altinco.com,,ESP,Lérida,Mollerussa,5C14,P05,
ALTIUS,https://www.grupoaltius.com,"Fresh Food Logisitcs, Refrigerated transport and cold chain equip.",mhornedo@mdavila.com,"Tu socio de confianza en la cadena de suministro
Aportamos flexibilidad, creatividad y credibilidad en la diversa oferta de servicios que prestamos a su cadena de suministros, así como la tranquilidad de pertenecer a un grupo con una incuestionable solvencia financiera, como es Grupo Davila.
Somos un referente en el mercado español de la logística, transporte internacional especializado y aduanas buscando siempre la excelencia en nuestros trabajos y aportando soluciones reales que reduzcan los costes a nuestros clientes.
En permanente expansión, nos adaptamos 100% a sus necesidades y expectativasPara ello contamos con más de 300 profesionales en España distribuidos en 10 delegaciones (Madrid, Vigo, Gijón, Barcelona, Bilbao, Sevilla, Valladolid, Algeciras, Valencia y Zaragoza), además contamos con oficinas en Oproto (Portugal), Buenos Aires (Argentina), Lima (Perú), Santa Cruz de la Sierra (Bolivia), Santiago de Chile (Chile), y Miami (Estados Unidos) con una red de agentes a nivel mundial, que nos hacen ser una alternativa REAL y de gran FORTALEZA para nuestros clientes.Ofrecemos una trazabilidad continua de todos los hitos de la cadena de suministro.
Disponemos de equipos dedicados a operativas complejas que responden a una alta demanda de información.Buscamos la excelencia en nuestros trabajos",ESP,MADRID,MADRID,4B09,P04,
AMEFRUITS GARLIC & LEMONS,https://www.amafruits.com,"Fresh Produce, Fresh fruits",marketing@amefruits.com,,ESP,Alicante,Bigastro,3C16,P03,
AMFRESH GROUP,,"Fresh Produce, Fresh fruits",patricia.sagarminaga@amfresh.com,,ESP,Madrid,Madrid,8C04,P08,
AMICO BIO SOC. AGRICOLA SEMPLICE,,"Fresh Produce, Fresh fruits, Fresh vegetables",direzione@amicobio.net,,ITA,,81041 Vitulazio (CE),3B10E,P03,
AMPERE SYSTEM IBERICA,https://www.ampere.com,"Auxiliary Industry, Fertilisers, agro nutrients and plant protection",iberica@ampere.com,,ESP,Barcelona,Sant Just Desvern,7A35,P07,
AMPLUS Sp. z o.o.,,"Fresh Produce, Fresh fruits",karolina.ciupryk@amplusfoods.com,,POL,,53000 Koniusza-MA#opolska,10A22,P10,
AMSAFRESH,,"Fresh Produce, Fresh fruits",nlopez@amsafresh.com,,ESP,Tarragona,Amposta,6E03A,P06,
Ananiasfruit,,,ananiasfruit@yahoo.com,,GRC,,59200-Naoussa,10C09,,
ANGEL MIR,https://www.angelmir.com,"Fresh Food Logisitcs, Cold and chilled facilities / temperature control",info@angelmir.com,,ESP,Gerona,Corça,4B07,P04,
Angel UWANTEGE   John TWINOKUSIMA,,,bahagefl@gmail.com,,RWA,,P O Box: 4305 Kigali -Rwanda-Kigali,4E25,,
ANGULO RETO,https://www.anguloreto.com,"Auxiliary Industry, Packaging and labelling",alfredo@mzcomex.com.br,"Fundada en 2003, Ângulo Reto Tableros de Fibra creció especializándose en la producción de embalajes y protecciones, con el uso extensivo de tableros de fibra de madera dura, material muy ventajoso frente al cartón y el plástico.
Nuestras cantoneras/esquineros de fibra de madera sirven para reforzar los bordes y esquinas en ángulo recto de objetos valiosos durante el embalaje y el transporte. Es la solución de embalaje más rápida, sencilla, económica y respetuosa con el medio ambiente para los delicados bordes de sus objetos de valor.",BRA,Sao Paulo,Itaquaquecetuba,10B28,P10,
ANGUS SOFT FRUITS,,"Fresh Produce, Fresh fruits",jill.witheyman@angussoftfruits.com,,GBR,,DD11 5SD-Arbroath,10G08,P10,
ANIPLAST SRL,,,export@aniplast.it,"Aniplast has over 35 years experience about covers on vineyards, strutture a capannina, flat system installation, greenhouses.
At the beginning of the 80's, on a field owned by Aniplast’s family, the householder experimented the use of plastic film with the idea to anticipate the ripening period. The great result encouraged the family to start a business about production of plastic films for vineyards.
Nowadays experience, technology and research allow to Aniplast to be a landmark about plastic films and nets for vineyards and orchards.
Aniplast is one of the most important manufacturers of polyethylene film for agriculture,plastic films for vineyards, cherries and orchards. The purposes of Aniplast’s products are to advance ripening period obtaining at the same time a total protection from hail and rain, to postpone the harvest and to reduce the use of pesticides obtaining a healthy fruit Nowadays Aniplast team is composed by 20 person that work together to satisfy client’s needs and to improve the results step by step",ITA,,70016 NOICATTARO,8B25A,,
